,0,1,label
10,32037450.0,patient  ataxia-telangiectasia A-T lack  functional ATM kinase protein   defective repair  DNA double-stranded break  response  oxidative stress    CRISPR/Cas9-assisted gene correction combine  piggybac PB transposon-mediated excision   selection cassette  seamless restoration  functional ATM allele  induced pluripotent stem cell   a-t patient carry compound heterozygous exonic missense/frameshift mutation    patient   homozygous splice acceptor mutation   internal coding exon     correction   allele restore expression   <NUMBER>   full-length ATM protein  ameliorate DNA damage-induced activation auto-phosphorylation  ATM  phosphorylation   downstream target KAP-1  H2AX Restoration  ATM function  normalize radiosensitivity mitochondrial ROS production  oxidative-stress-induced apoptosis level  A-T ipsc line   restoration   single ATM allele  sufficient  rescue key ATM function  data    despite  absence   functional ATM kinase homology-directed repair  seamless correction   pathogenic ATM mutation  possible  isogenic pair  A-T  gene-corrected ipscs   constitute valuable tool  elucidate  role  ATM  age  a-t pathogenesis,crispr
11,33085710.0,Guide RNA design  CRISPR genome editing  gene family   challenge task  usually good candidate sgrnas  tag   score precisely   match  location   genome  time-consuming manual evaluation  target  require  address  issue   develop ARES-GT  Python local command line tool compatible   operative system ares-gt   selection  candidate sgrnas  match multiple input query sequence  addition  candidate sgrnas  specifically match  query sequence   contemplate    unmapped contigs apart  complete genome       genome provide  user   able  handle intraspecies allelic variability  individual polymorphism ARES-GT  available  GitHub https /github.com/eugomin/ares-gt.git,crispr
12,27406980.0,target genome edit technology  correct  sickle cell disease mutation   β-globin gene  hematopoietic stem cell  correction  production  red blood cell  synthesize normal hemoglobin protein     Transcription Activator-Like Effector Nucleases TALENs   Clustered Regularly Interspaced Short Palindromic Repeats CRISPR Cas9 nuclease system  target DNA sequence around  sickle-cell mutation   β-globin gene  site-specific cleavage  facilitate precise correction   homologous donor template  codelivered  pair  TALENs  multiple CRISPR guide RNAs     on-target  off-target cleavage rate Delivery   CRISPR/Cas9 component  CD34+ cell lead   <NUMBER>  gene modification  vitro additionally    correction   sickle cell disease mutation  bone marrow derive CD34+ hematopoietic stem  progenitor cell  sickle cell disease patient lead   production  wild-type hemoglobin    correction   sickle mutation  patient-derived CD34+ cell  CRISPR/Cas9 technology,crispr
13,27472056.0,ciliopathies  genetic disorder arise  dysfunction  microtubule-based cellular appendage call cilium Different cilia type possess distinct stereotypic microtubule doublet arrangement  non-motile  primary cilium   <NUMBER>  motile cilium   <NUMBER> array  microtubule doublet primary cilium  critical sensory  signal center need  normal mammalian development defect   structure/function    spectrum  clinical  developmental pathology  abnormal neural tube  limb patterning Altered pattern phenotype   limb  neural tube    perturbation   hedgehog Hh signal pathway Motile cilium  important  fluid movement  defect  motility   chronic respiratory infection alter left-right asymmetry  infertility  feature   hallmark  Primary Ciliary Dyskinesia PCD OMIM <NUMBER>  mutation   gene    PCD  patient  animal model  genetic lesion   case  unknown     vivo function  Growth Arrest Specific <NUMBER> GAS8 GAS8 share strong sequence similarity   Chlamydomonas Nexin-Dynein Regulatory Complex NDRC protein <NUMBER> DRC4    need  proper flagellum motility  mammalian cell  GAS8 protein localize     microtubule axoneme  motile cilium     base  non-motile cilium Gas8  recently implicate   Hh signal pathway   regulator  smoothened traffic   cilium   generate   mouse   Gas8 mutation      severe PCD phenotype     overt Hh pathway phenotype  addition    human patient  missense variant  Gas8 Rescue experiment  Chlamydomonas   subtle defect  swim velocity     experiment  CRISPR/Cas9 homology driven repair HDR  generate    human missense variant  mouse    allele   pathogenic,crispr
14,27829980.0,virus-host interaction   key process    ecology  evolution  life     CRISPR-Cas RNA-guided adaptive immune system  bacteria  archaea  add   understanding   virus defense mechanism  microorganism  molecular detail   crispr-cas system   explore    development  new generation  gene editing tool   actual role  importance  CRISPR-Cas virus defense  nature  complex     attract  attention metagenomic   microbial population     viruses-host system   laboratory  begin  unravel  question key    field    focus  recent development,crispr
15,27846271.0, Neuregulin-1 Nrg1 signal pathway   widely implicate   aspect  heart development  cardiac trabeculation cardiac trabeculation   important morphogenetic process  cluster  ventricular cardiomyocytes extrude  expand   lumen   ventricular chamber  mouse Nrg1 isoforms contain  immunoglobulin-like IgG domain  essential  cardiac trabeculation  interaction  heterodimers   epidermal growth factor-like EGF-like receptor ErbB2/ErbB4 recent report  underscore  importance  Nrg1 signal  cardiac homeostasis  disease  placental development  preclude refine evaluation   role   pathway  mammal ErbB2       developmentally conserve role  cardiac trabeculation  zebrafish  vertebrate model organism  completely external development   requirement  Nrg1    examine      multiple Nrg1 isoforms  IgG domain-containing type  Nrg1 nrg1-i    isoform detectable   heart   CRISPR/Cas9 gene edit  target  IgG domain  Nrg1  produce novel allele nrg1nc28  nrg1nc29 encode nrg1-i  nrg1-ii truncation     zebrafish deficient  nrg1-i developed trabecula   erbb2-dependent manner   mutant survive  reproductive adulthood   overt cardiovascular defect     additional egf-like ligand  express   zebrafish heart  development  trabecula together     Nrg1    primary effector  trabeculation and/or   egf-like ligand  activate  ErbB2/ErbB4 pathway   functioning   primary ligand  act   redundant manner overall  work provide  example  cross-species difference  EGF family member requirement   evolutionary conserve process,crispr
16,28095622.0, targeted nuclease revolution TALENs CRISPR/Cas9   xenopus researcher  rapidly generate custom on-demand genetic knockout model  novel    reverse genetics  unprecedented   fuel  wide array  human disease model   aquatic diploid model organism Xenopus tropicalis  tropicalis  emerge technology review focus   tool  rapidly generate genetically engineer  tropicalis model GEXM   focus  establishment  genuine genetic  clinically  cancer model  believe    particular advantageous characteristic outline   review GEXM  become  valuable alternative animal model  model human cancer furthermore  provide perspective   GEXM      platform  elucidation  novel therapeutic target   preclinical drug validation    discuss   prospect    recent expansion  adaptation   CRISPR/Cas9 toolbox might influence  push forward  tropicalis cancer research,crispr
17,28147304.0,esophageal cancer     deadly malignant disease   genetic factor contribute   occurrence  poorly understood multiple    clinic-based cohort   variation   phospholipase  epsilon PLCE1 gene    esophageal cancer susceptibility   causative role  PLCE1  esophageal cancer   clear  inactivate  functional allele  PLCE1  CRISPR/Cas9 genome edit technology  resultant PLCE1 inactivate cell     vitro   vivo     loss  PLCE1 dramatically decrease  invasion  proliferation capacity  esophageal carcinoma cell  vitro moreover  PLCE1 inactivate tumor graft   decrease tumor size  mouse    PLCE1  require  maintain protein level  snail  key transcription factor responsible  invasion   transcriptomic data   deficient cell   decrease  expression  gene enrich  target  Snail Strikingly recovery  Snail protein  least partially rescue  invasion  proliferation capacity  PLCE1 inactivate cell  ESCC clinical specimen PLCE1  correlate  tumor stage   <NUMBER> interestingly PLCE1 expression  positively correlate Snail  immunohistochemistry   specimen   <NUMBER> therefore  functional experiment   essential role  PLCE1  esophageal carcinoma cell  provide evidence  target PLCE1   downstream molecule   effective therapy  esophageal cancer,crispr
18,28355179.0,cluster regularly interspaced short palindromic repeat CRISPR cas system provide protection  viral  plasmid infection  capture short dna sequence   invader  integrate    CRISPR locus   prokaryotic host  sequence   spacers  transcribe  short CRISPR RNA guide  specify  cleavage site  Cas nuclease   genome   invader      spacer sequence  acquire  viral infection      track spacer acquisition  Staphylococcus aureus cell harbour  type II CRISPR-Cas9 system  infection   staphylococcal bacteriophage ϕ12    new spacers  acquire immediately  infection preferentially   co site  viral free DNA end    inject   cell   spacer acquisition  infection  mutant phage    spacers  acquire  DNA injection     stage   viral cycle  produce free DNA end   DNA replication  packaging     spacers acquire  early-injected genomic region  direct Cas9 cleavage   viral DNA immediately  infection provide good immunity  spacers acquire  late-injected region     CRISPR-Cas system exploit  phage life cycle  generate  pattern  spacer acquisition  ensure  successful CRISPR immune response,crispr
19,28932198.0,cluster regularly interspaced short palindromic repeat CRISPR   crispr-associated gene Cas9   invaluable system   precise editing  gene  diverse specie  CRISPR/Cas9 system   adaptive mechanism   bacteria  archaeal specie  resist invade virus  phage  plasmid   zinc finger nuclease  transcription activator-like effector nuclease  CRISPR/Cas9 system     require  time  effort  efficient technology      specie  diverse arthropod     agriculture forestry fishery  public health     review  systematically summarize  successful application   editing   insect  non-insect arthropod genome    seek  provide  comprehensive  impartial    progress   CRISPR/Cas9 system  different arthropod review   fundamental  relate  gene function exploration  experimental optimization   applied   area   insect modification  pest   addition     late research advance regard  novel CRISPR/Cas system CRISPR/Cpf1  CRISPR/C2c2  discuss   prospect  become crucial technology  arthropod,crispr
20,29122734.0,Mucopolysaccharidosis type  MPS    inherited disease    deficiency  alpha-l-iduronidase IDUA       nanoemulsions co-complexed   plasmid  CRISPR/Cas9 system   donor oligonucleotide aim  MPS  gene edit  vitro nanoemulsions compose  MCT DOPE DOTAP DSPE-PEG  water  prepare  high-pressure homogenization  dna  complexed  adsorption NA  encapsulation NE  preform DNA/DOTAP complex  nanoemulsions  <NUMBER> charge ratio  incubation  pure DMEM  supplement  serum    complexation  DNA  stable  <NUMBER>   incubation   complex tend  release  adsorbed DNA  <NUMBER>   incubation   encapsulated DNA  complexed   oil core   nanoemulsions even <NUMBER>   incubation  DMEM  treatment  MPS  patient  fibroblast homozygous   p.trp402∗ mutation lead      IDUA activity  <NUMBER> <NUMBER>  <NUMBER> day    MPS  untreated fibroblast Flow cytometry  confocal microscopy      reduction   area  lysosome  value similar  normal  indicator  correction   cellular phenotype      nanoemulsions co-complexed   CRISPR/Cas9 system   donor oligonucleotide  effectively transfect MPS  p.trp402∗ patient  fibroblast      production  IDUA    potential new treatment option  MPS ,crispr
21,29391173.0,Pax6 encode  transcription factor   pivotal role  eye development early brain patterning neocortical arealization   forth visualization  Pax6 expression dynamic   event  offer numerous   neurodevelopmental   CRISPR/Cas9 system  dramatically accelerate one-step generation  knock-out mouse establishment  gene-cassette knock-in mouse  zygote injection   consider insufficient     efficiency recently   CRISPR/Cas9 system  effective gene-cassette knock-in   report   native form  guide RNAs crrna  tracrrna assemble  recombinant Cas9 protein  directly deliver  mouse fertilize egg   apply  strategy  insert IRES-EGFP-pA cassette  Pax6 locus  achieve efficient targeted insertion   <NUMBER> kb reporter gene  Pax6-IRES-EGFP mouse   generate egfp-positive cell reside   eye  cerebellum  endogenous Pax6 express cell  postnatal day <NUMBER>   early embryonic stage   embryo  transparent egfp-positive region   easily  without pcr-based genotyping precisely recapitulate  endogenous Pax6 expression pattern remarkably  E12.5  graded expression pattern  Pax6   develop neocortex  become recognizable   knock-in mouse serve  sufficiently sensitive  useful tool  precisely visualize neurodevelopmental process,crispr
22,29483633.0, domestic pig   attractive model  biomedical research   similarity  anatomy  physiology  human  key gap    understanding   role  developmental gene  pig limit  full potential   publication  role  NEUROGENIN <NUMBER> NGN3  transcription factor   endocrine pancreas development     CRISPR/Cas9 gene ablation Precomplexed Cas9 ribonucleoproteins target NGN3  inject   vivo derive porcine embryo  transfer  surrogate female  day <NUMBER>  pregnancy  fetus  collect  genotypic  phenotypic     piglet     in-frame biallelic knockout Δ2/Δ2    loss  putative NGN3-downstream target gene NEUROD1  PAX4    insulin glucagon somatostatin  pancreatic polypeptide-y fibroblast   fetus    somatic cell nuclear transfer  generate clonal animal  qualify    mutation  embryonic lethality  live piglet  bear receive colostrum  suckle normally  experience extreme weight loss   <NUMBER>  <NUMBER> period require humane euthanasia expression  pancreatic endocrine hormone insulin glucagon  somatostatin  lose  data   critical role  NGN3  porcine endocrine pancreas development,crispr
23,29545372.0, Angiogenesis  integral  embryogenesis  target angiogenesis   outcome   pathological condition  patient TBX20   crucial transcription factor  embryonic development   deficiency    congenital heart disease   role  TBX20  angiogenesis      loss  gain-of-function     explore  role  TBX20  angiogenesis   vitro   vivo Angiogenesis gene array     key downstream target  TBX20  unbiased gene array survey   TBX20 knockdown profoundly reduce angiogenesis-associated PROK2 prokineticin <NUMBER> gene expression indeed loss  TBX20 hinder endothelial cell migration   vitro angiogenesis   murine angiogenesis model  subcutaneously implant Matrigel plug    TBX20 deficiency markedly reduce PROK2 expression  restrict intraplug angiogenesis Furthermore recombinant PROK2 administration enhance angiogenesis  blood flow recovery  murine hind-limb ischemia  zebrafish transient knockdown  tbx20  morpholino antisense oligos  genetic disruption  tbx20  CRISPR/Cas9 impaired angiogenesis Furthermore loss  prok2   cognate receptor prokr1a  limit angiogenesis  contrast overexpression  prok2  prokr1a rescue  impaired angiogenesis  tbx20-deficient animal    identifies TBX20   novel transcription factor regulate angiogenesis   PROK2-PROKR1 prokineticin receptor <NUMBER> pathway   development  disease    novel mode  angiogenic regulation whereby  TBX20-PROK2-PROKR1 signal cascade  act   biological capacitor   relay  sustain  proangiogenic   vascular endothelial growth factor  pathway    therapeutic target   treatment  disease  dysregulated angiogenesis,crispr
24,30283481.0,formation  long root hair  limit phosphate  condition    inorganic  Pi uptake  regulatory candidate gene  Pi deficiency-induced root hair growth    comparison  massive   cdna end MACE provide expression profile   Brassica carinata cultivar cv differ   root hair response  Pi deficiency cv Bale develop long root hair  Pi deficiency   cv Bacho  split-root experiment  conduct   differentiation  locally  systemically regulate gene furthermore plant  expose  nitrogen  potassium deficiency   P-specific react gene  latter  knock   CRISPR/Cas9      root hair length    <NUMBER> gene  differentially express  Pi deficiency  cv Bale   gene   respond     supply  cv Bacho thirty-three candidate gene   potential regulatory role  select   transcriptional regulation  <NUMBER> gene  confirm  quantitative PCR   candidate gene seem    exclusively regulate locally   systemically  whereas <NUMBER> gene seem      local  systemic signaling pathway Potassium deficiency affect neither  root hair length   expression   <NUMBER> candidate gene  contrast    nitrogen deficiency   root hair length   affect  transcript level  <NUMBER> case   gene react specifically  Pi starvation  gene  additionally INORGANIC PHOSPHATE TRANSPORTER <NUMBER> BcPHT1  target  CRISPR/Cas9  even   transcript level     gene  clearly decrease FASCICLIN-LIKE ARABINOGALACTAN PROTEIN <NUMBER> BcFLA1    gene whose downregulation reduce  root hair length  transgenic hairy root  pi-deficient condition   best           fasciclin-like arabinogalactan protein   predicted role   Pi deficiency-induced root hair elongation,crispr
25,30868974.0, Recent   attempt  elucidate  function  super enhancer  mean  micrornas   functional outcome  mir-1301  become clearer  pathway  regulate  expression  mir-1301  unclear         consider  pathway regulate expression  mir <NUMBER>  mir-1301 signaling pathway   inhibition  cell proliferation      prepare  cell clone   KLF6 super enhancer  delete  mean   CRISPR/Cas9 system-mediated genetic engineering change  mir-1301 expression   deletion   KLF6 super enhancer    RT-PCR    signal pathway  mir-1301  inhibition   cell proliferation  examine  RNA interference technology      mir-1301 expression      deletion   KLF6 super enhancer over-expression  mir-1301 induce  deletion   KLF6 super enhancer  regulate  expression  p21  p53  human hepatoma cell functional modeling    sirna specific  mir-1301   expression level change  direct biological   cellular proliferation  Human hepatoma cell furthermore cellular proliferation assay     directly   mir-1301 level          over-expression  mir-1301 induce   disruption   KLF6 super enhancer lead    inhibition  proliferation  HepG2 cell moreover      KLF6 super enhancer regulate  cell-proliferative    mediate  least  part   induction  p21and p53   p53-dependent manner   provide  functional significance  mir-1301    transcriptional regulation mechanism   KLF6 super enhancer,crispr
26,31130628.0,testicular germ cell tumor GCTs   common  young men    stratify  seminoma  non-seminomas  seminomas share  similar gene expression  epigenetic profile  primordial germ cell  stem cell population   non-seminomas  embryonal carcinoma EC resemble malignant embryonic stem cell  ECs  able  differentiate  cell    germ layer teratoma  even extra-embryonic-tissue-like cell yolk-sac tumor choriocarcinoma   last year     cellular microenvironment considerably influence  plasticity  seminoma TCam-2 cell   microenvironment-triggered inhibition   BMP signal pathway  vivo murine flank  brain seminomatous TCam-2 cell reprogram   ec-like cell fate   SOX2   key factor activate  BMP inhibition mediate  reprogramming process  regulate pluripotency reprogramming  epigenetic factor indeed CRISPR/Cas9 SOX2-deleted TCam-2 cell  able  maintain  seminoma-cell fate  vivo    week    week  vivo still small sub-populations initiated differentiation Closer analyse   differentiate cluster    pioneer factor FOXA2 might   driving force behind  induction  differentiation since  FOXA2 interact gene  differentiation factor like AFP EOMES CDX1 ALB HAND1 DKK DLK1 MSX1  PITX2  upregulated     generate TCam-2 cell double-deficient  SOX2  FOXA2   CRISPR/Cas9   xenografted  cell   flank  nude mouse  loss  SOX2  FOXA2 TCam-2 maintain  seminoma cell fate   least  week    factor  key player   reprogramming   ec-like cell fate therefore   add  important piece   puzzle  GCT development  plasticity provide interesting insight     expect   patient  GCT cell  confront  different microenvironments,crispr
27,31326596.0,cluster regularly interspaced short palindromic repeat CRISPR   associated protein Cas  essential genetic element   archaeal  bacterial genome   key role   prokaryote adaptive immune system  invasive foreign element  recent year  CRISPR-Cas system    engineer  facilitate target gene edit  eukaryotic genome bioinformatics   essential role   detection    CRISPR system    review  bioinformatics-based effort  push  field  CRISPR-Cas research   discuss  bioinformatics tool    publish   last  year   present   popular tool   design  CRISPR-Cas9 guide,crispr
28,32126082.0, reproductive hormone  trigger oocyte meiotic maturation  release   ovary vary greatly  animal specie identification  receptor   maturation-inducing hormone MIHs     initiate  largely conserved maturation process  important challenge  hydrozoan cnidarian   jellyfish Clytia hemisphaerica MIH comprise neuropeptides release  somatic cell   gonad    receptor MIHR   MIH neuropeptides  Clytia  cell culture-based deorphanization   candidate oocyte-expressed  protein-coupled receptor GPCRs MIHR mutant jellyfish generate  CRISPR-Cas9 editing  severe defect  gamete development   spawn   male  female Female gonad  oocyte isolate  MIHR mutant fail  respond  synthetic MIH treatment   camp analogue Br-cAMP  mimic camp rise  maturation onset rescue meiotic maturation  spawning injection  inhibitory antibody   alpha subunit   Gs heterodimeric protein GαS  wild-type oocyte phenocopied  MIHR mutant   provide  molecular link  MIH stimulation  meiotic maturation initiation  hydrozoan oocyte molecular phylogeny  Clytia MIHR   subset  bilaterian neuropeptide receptor  neuropeptide  gonadotropin inhibitory hormone GnIH pyroglutamylated RFamide  luqin  upstream regulator  sexual reproduction  identification  functional characterization   cnidarian peptide GPCR advance  understanding  oocyte maturation initiation  shed light   evolution  neuropeptide-hormone system,crispr
