25711979	  aim       learn curve  surgeon  D2 lymph node dissection base  actual patient survival   total  <NUMBER> patient  gastric cancer  undergo curative intent gastric cancer surgery   surgeon   korean hospital  <NUMBER>  <NUMBER>    surgeon  experience  cod   number  D1     gastrectomy      patient    surgeon  total number  prior surgical experience Surgeon experience       category    category     experience ≤50 <NUMBER> <NUMBER>   <NUMBER> applicable operation Multivariate survival time regression model      association  surgeon experience  overall survival   learning curve  gastric cancer survival  open gastric cancer surgery  steep    reach  plateau   surgeon complete <NUMBER> operation overall survival rate     patient treat   surgeon   experience  <NUMBER> case  overall survival  patient  <NUMBER> year   surgeon   history    <NUMBER> experience  higher   stage     surgeon   history    <NUMBER> experience    surgeon  experience  survival  gastric cancer surgery  special attention need   pay   second period  surgeon experience  survival  patient   period   
25744967	IMPORTANCE Single cigarette   sell without warn label   evade tax  serve   gateway  youth smoking  Family Smoking Prevention  Tobacco  Act  <NUMBER> give  US Food  Drug Administration FDA authority  regulate  manufacture distribution  marketing  tobacco product  prohibit  sale  single cigarette  enforce  regulation  FDA conduct  <NUMBER> inspection  <NUMBER>  September <NUMBER> <NUMBER>  allocate   <NUMBER>  toward state inspection contract   examine difference  single cigarette violation  state     correlate  single cigarette sale predict single cigarette violation   state level DESIGN cross-sectional   publicly available FDA warn letter  January <NUMBER>  July <NUMBER> <NUMBER>   <NUMBER> state   District  Columbia PARTICIPANTS Tobacco retailer inspection conduct  FDA  <NUMBER> <NUMBER> EXPOSURES  OBSERVATIONAL  State cigarette tax youth smoking prevalence poverty  tobacco production MAIN OUTCOMES  MEASURES State proportion  FDA warn letter issue  single cigarette violation    strike difference   number  single cigarette violation   state  <NUMBER> state produce  warning letter  sell single cigarette even  state policymakers develop legislation  address retailer sale  single cigarette  state proportion  warn letter issue  single cigarette   predict  state cigarette tax youth smoking poverty  tobacco production  <NUMBER>   RELEVANCE Substantial unexplained variation exists  violation  single cigarette sale  state  data   possibility  difference  implementation  FDA inspection   need  strong quality monitoring process  state implement FDA inspection
25772882	 occurrence  magnetotactic bacteria MTB   tunisian marine coast expose  heavy metal pollution Sfax Gulf  Gabès Mediterranean Sea    MTB population   southern Mediterranean coast     MTB population previously    french Northern Mediterranean coast  dominant MTB coccus morphotype    microscopy   pyrosequencing technology     <NUMBER> ribosomal RNA rdna   much  <NUMBER> operational taxonomic sequence unit OTUs close  sequence  MTB accessible   database  majority  close  MTB sequence   Med    α-Proteobacteria    dominant OTU_001 <NUMBER>    MTB sequence affiliate   Magnetococcales order  highlight   capacity   novel bacterium     bioremediation and/or depollution process   envisage
25803174	     grow awareness  patient  subject  injury    prevent   direct consequence  health care Error disclosure   effective   restore  lost trust   health care system     aim  develop  valid  reliable scale    factor facilitate  disclosure  health professional  health organization      cross-sectional design    <NUMBER> response response rate  <NUMBER>   <NUMBER> private  <NUMBER> public hospital  Sharjah United Arab Emirates  data collection tool  <NUMBER> item rat   Likert scale range  <NUMBER> strongly agree  <NUMBER> strongly disagree.the internal consistency  establish  calculate  split-half reliability  part <NUMBER> <NUMBER> item    Cronbach coefficient  <NUMBER>  part <NUMBER> <NUMBER> item    Cronbach coefficient  <NUMBER> scale validity     Kaiser-Meyer-Olkin measure  sample adequacy    value  <NUMBER>   Bartlett   sphericity approximate  <NUMBER>  <NUMBER>   factorability   correlation matrix  varimax rotation  <NUMBER> component  explain <NUMBER>    total variance   varimax rotation  <NUMBER> item load   following <NUMBER> factor fear  disclosure  provider image consequence factor <NUMBER> apology factor <NUMBER> organizational culture toward patient safety factor <NUMBER> professional ethic  transparency factor <NUMBER>    patient  provider education factor <NUMBER>   disclosure  medical mistake require preliminary consideration  effectively  compassionately disclose  event  patient  validity  reliability         scale  hospital  part   health care provider disclosure process
25827600	 Dental implant  traditionally  make  titanium   alloy  recently full-ceramic implant   develop  comparable osseointegration property  functional strength property  titanium  ceramic implant     certain patient  situation  example  esthetic outcome  particularly important           performance   newly develop full-ceramic ZrO2 monotype implant design PURE Ceramic Implant Institut Straumann AG Basel Switzerland  single-tooth gap   maxilla  mandible MATERIAL      prospective open-label single-arm   patient require implant rehabilitation  single-tooth gap full-ceramic implant  place  provisional  final prosthesis insert  <NUMBER>  <NUMBER> month  Crestal bone level  measure  implant placement   <NUMBER>  <NUMBER> month Implant survival  success    <NUMBER>  <NUMBER> month  evaluation  plan  <NUMBER>  <NUMBER> month  forty-six patient  screen  potential  participation   <NUMBER> <NUMBER> men  <NUMBER> woman mean age <NUMBER>  <NUMBER> year  recruit     majority  implant <NUMBER>   place   maxilla  implant survival  implant success rate  <NUMBER> month  <NUMBER>    change   mean bone level   implant loading final prosthesis insertion  <NUMBER> month  <NUMBER> month <NUMBER> mm  initial bone remodeling    implant placement  loading <NUMBER> mm      monotype ceramic implant  achieve clinical outcome comparable  publish outcome  equivalent titanium implant
25854912	base   belongingness regulation theory Gardner   <NUMBER> Pers Soc Psychol Bull <NUMBER> <NUMBER>   focus   relationship  loneliness  social monitoring specifically  examine  loneliness relates  performance   emotion recognition task   lonely individual   gazing towards  conversation partner  face   real-life conversation  <NUMBER> examine <NUMBER> college student Mage <NUMBER> SD <NUMBER>  complete  emotion recognition task  dynamic stimulus morph task   micro emotion expression recognition task  <NUMBER> examine <NUMBER> college student Mage <NUMBER> SD <NUMBER>  complete  read  Mind   Eyes      conversation   unfamiliar peer   gaze direction  videotape    loneliness  measure   UCLA Loneliness Scale version <NUMBER> Russell <NUMBER>  Pers  <NUMBER> <NUMBER>     loneliness  unrelated  emotion recognition   emotion recognition task     relate   gaze towards  conversation partner  face implication   belongingness regulation system  lonely individual  discuss
25882535	  stigma  people  mental illness     Spain   currently  tool    construct  aim      validate  spanish version   Community Attitudes towards Mental Illness questionnaire   adolescent population    internal consistency  temporal stability    gender     MATERIAL    translation  back-translation   Community Attitudes towards Mental Illness    total  <NUMBER> student   <NUMBER>  <NUMBER> years-old     tool   stage Internal consistency    Cronbach   intraclass correlation coefficient    test-retest reliability gender-stratified       Cronbach   <NUMBER>    evaluation  <NUMBER>   second evaluation  value   intraclass correlation coefficient range  <NUMBER>  <NUMBER>   item  item    <NUMBER>  <NUMBER>   subscales   segmentation  gender     girl score  <NUMBER>  <NUMBER>   intraclass correlation coefficient  boys score  <NUMBER>  <NUMBER>     Community Attitudes towards Mental Illness   reliable tool   assessment  social stigma  reliable      boy  girl     gender difference   
25904759	degenerative brain change  Alzheimer  disease    reverse order  normal brain development base   retrogenesis model     evidence  reverse myelination    mild cognitive impairment MCI   data-driven analytic  base  life span developmental data whole-brain high-resolution diffusion tensor image scan    <NUMBER> patient  MCI  <NUMBER> demographically match healthy old adult comparison  corpus callosum CC region  interest ROIs  decreased fractional anisotropy FA   body     genu  splenium early middle  late-myelinating ROIs restrict   CC  decreased FA  late   early  middle-myelinating ROIs Voxelwise  difference  area   FA  MCI  whole-brain difference  equally distribute  early middle  late-myelinating region overall    CC   retrogenesis model  caution  need  generalize   beyond  CC
25925688	Calciprotein particle maturation time T50  serum   novel measure  individual blood calcification propensity    clinical relevance  T50  renal transplantation baseline serum T50  measure   longitudinal cohort  <NUMBER> stable renal transplant recipient   association  T50  mortality  graft failure     median follow-up  <NUMBER> year predictive value  T50    patient survival  reference  traditional Framingham risk factor   calcium-phosphate product Serum magnesium bicarbonate albumin  phosphate level   main determinant  T50   independent  renal function  dialysis vintage  transplant  follow-up <NUMBER> <NUMBER>  patient die   <NUMBER> <NUMBER>  die  cardiovascular  Furthermore <NUMBER> <NUMBER>  patient develop graft failure  fully adjust model  T50 value  independently   increased all-cause mortality hazard ratio <NUMBER> <NUMBER>  confidence interval <NUMBER>  <NUMBER>  <NUMBER> per SD decrease   cardiovascular mortality hazard ratio <NUMBER> <NUMBER>  confidence interval <NUMBER>  <NUMBER>  <NUMBER> per SD decrease  addition  age sex  egfr T50  prognostication  all-cause mortality whereas traditional risk factor  calcium-phosphate product    T50      graft failure risk  association  T50  mortality  graft failure  confirm   independent replication cohort   reduce serum T50    increased risk  all-cause mortality cardiovascular mortality  graft failure    tested parameter display  strong association  all-cause mortality   transplant recipient
25951375	Certain cop strategy alleviate stress  promote positive psychological outcome whereas others exacerbate stress  promote negative psychological outcome   efficacy   give coping strategy   depend  personal resiliency   examine  personal resiliency moderate    task-oriented avoidance-oriented  emotion-oriented coping strategy  measure  depression anxiety stress positive affect negative affect  satisfaction  life   <NUMBER> undergraduate   personal resiliency    great   task-oriented coping strategy    turn    adaptive outcome   reliance  nonconstructive emotion-oriented strategy   turn    poor psychological outcome  addition individual difference  personal resiliency moderate    task-oriented cop  negative affect   emotion-oriented cop  negative affect  depression specifically proactive task-oriented coping    great negative affect  people   personal resiliency moreover  personal resiliency attenuate  negative   emotion-oriented cop  depression  negative affect    avoidance-oriented coping  mixed       dependent  level  personal resiliency
25969471	 Intraindividual variability IIV refers   variation  reaction time RT performance   give cognitive task  great IIV  reflect compromise   frontal circuitry implicate  fall  gait impairment  old adult  conduct  systematic review   literature relate   issue  Searches  conduct  electronic database   empirical   IIV fall  gait  old adult sample   mean age  <NUMBER> year  old data  extract relate  IIV measure  population  outcome   <NUMBER>  initially  <NUMBER> meet inclusion criterion  IIV  fall  <NUMBER>  gait  <NUMBER>   total  <NUMBER> old participant      IIV  fall   elevate variability    increased risk  fall  half     gait  great IIV  relate  gait impairment    IIV measure  consistently   fall  old person    potential  relation  gait IIV metric  therefore  considerable potential  clinical context  supplement exist  battery   assessment  fall risk  gait impairment  old population
25988346	  review  experience  fetal umbilical-portal-systemic venous shunt UPSVS  devise  in-utero classification system     clinical  prognostic characteristic     retrospective review  case  UPSVS examine   academic tertiary referral center   <NUMBER> period  <NUMBER>  <NUMBER> inclusive  anatomical origin  drainage   fetal umbilical portal ductus venosus  hepatic venous system   integrity   intrahepatic portal venous system IHPVS      three-dimensional color Doppler sonography Fetomaternal clinical characteristic  long-term outcome    mean  medical file image documentation  telephone interview   mother  forty-four case  UPSVS  review prenatal classification  base   anatomical origin   shunt umbilical portal  ductal  case classify   type Type  umbilical-systemic shunt  <NUMBER> <NUMBER>  Type II ductus venosus-systemic shunt  <NUMBER> <NUMBER>   Type III portal-systemic shunt divide   subtypes Type IIIa intrahepatic portal-systemic shunt  <NUMBER> <NUMBER>   Type IIIb extrahepatic portal-systemic shunt  <NUMBER> <NUMBER>   type present particular clinical  prognostic characteristic   important favorable prognostic factor  absence  associated  malformation  presence   IHPVS  Type IIIa intrahepatic portal-systemic shunt   best outcome  Fetal UPSVS  anomaly   broad spectrum  manifestation  prognosis Accurate mapping   IHPVS  paramount  optimize prenatal counseling  postnatal care Copyright  <NUMBER> ISUOG publish  John Wiley  Sons Ltd
26006081	  World Health Organization     International Classification  Functioning Disability  Health ICF   conceptual framework  disability outcome   modified Rankin Scale mr   outcome measure  stroke AIM  aim        content   mr   mrs-systematic Interview mrs-si  link  scale   ICF   explore  association   mr   ICF Core   stroke DESIGN   mr  mrs-si  ICF linking rule    quantitative   cross-sectional data setting   outpatient setting community dwell individual  stroke   scale  independently link   ICF  correlation   mr score   sum  problem  function derive  <NUMBER> stroke patient     component   ICF Core   Stroke  domain  activities  Participation  <NUMBER> second level category link   mr   meaningful concept   mr  <NUMBER> meaningful concept   mrs-si    link  different ICF category cover <NUMBER>   <NUMBER>    ICF Core   stroke   strong association   mr score    number  problem  activities  Participation especially   self-care Mobility  domestic life domain     single category  moving around  equipment changing basic body position walking  carrying  daily routine   content   mr   mrs-si   link   ICF framework   content    relate   specific outcome     accordance   disability terminology    World Health Organization CLINICAL REHABILITATION   order  follow  ICF model interpretation  mr rating require caution
26023192	  erythrocytic osmotic fragility  splenomegaly   report  anemic abyssinian  Somali cat   report   condition  anemic domestic shorthair cat    breed   common feature   clinicopathological profile management  outcome  Anemic cat   Abyssinians  Somalis    erythrocytic osmotic fragility       anemia  exclude  illness  follow  medical record  review   neuter cat      anemic  <NUMBER>  <NUMBER> year  age Pallor lethargy inappetence pica weight loss  splenomegaly  commonly   moderate-to-severe macrocytic  hypochromic anemia  variable regeneration  note infectious disease screening direct Coombs  pyruvate kinase DNA mutation    negative Freshly draw blood   appear hemolysed  become progressively lysed  storage  <NUMBER>  sigmoid osmotic fragility curve  moderately  severely right shift  erythrocytic fragility  <NUMBER> cross-correction    intrinsic red cell  rather  plasma   cat  treat  immunosuppressive dos  prednisolone  doxycycline  variable response  cat  recurrent  persistent anemia respond   splenectomy    occasional recurrence  severe anemia      Bartonella vinsonii-positive   episode  respond  azithromycin  prednisolone    cat   episode  severe anemia  unknown    cat  euthanized  <NUMBER> month  <NUMBER> year  initial presentation Histopathology   spleen  mainly congestion  extramedullary hematopoiesis   RELEVANCE Similarly  Abyssinian  Somali cat domestic shorthair  cat   breed   develop severe erythrocytic osmotic fragility  anemia  splenomegaly    consider   differential diagnosis  anemic cat
26038098	  trial   radical intervention  men  metastatic prostate cancer     lack  safety data  radical prostatectomy  therapy   setting   examine perioperative outcome  short-term complication  radical prostatectomy  locally resectable distant metastatic prostate cancer DESIGN SETTING  PARTICIPANTS  retrospective case series  <NUMBER>  <NUMBER> comprise <NUMBER> patient  newly diagnose metastatic M1 prostate cancer   USA Germany Italy  Sweden INTERVENTION Radical prostatectomy  extend pelvic lymphadenectomy OUTCOME MEASUREMENTS  STATISTICAL  Descriptive statistic    present margin status continence  readmission reoperation  overall complication rate  <NUMBER>      <NUMBER> specific complication Kaplan-Meier plot    estimate survival function Intercenter variability  M1a M1b subgroup  examine   LIMITATIONS  <NUMBER>   patient   suffer  complication positive-margin <NUMBER>  lymphocele <NUMBER>   wound infection <NUMBER>  rate     cohort    meta-analysis  open radical prostatectomy   standard indication   median follow-up  <NUMBER> mo <NUMBER> <NUMBER>  men  still alive    limit   retrospective design differ selection criterion  short follow-up  Radical prostatectomy  men  locally resectable distant metastatic prostate cancer appear safe  expert hand  meticulously select patient overall  specific complication rate relate   surgical extirpation    frequent   radical prostatectomy    standard indication     extended pelvic lymphadenectomy     cohort    selective   localized/locally advanced prostate cancer account   extra morbidity PATIENT SUMMARY Men present  advanced prostate cancer   spread beyond  prostate  increasingly  consider  treatment direct   prostate    basis     international series  <NUMBER> men surgery appear reasonably safe   setting  certain patient
26054585	 Human placenta-derived adherent cell PDACs   culture-expanded undifferentiated mesenchymal-like population  full-term placental tissue   previously   possess anti-inflammatory  immunomodulatory property PDACs formulate  PDA-002   clinical trial  peripheral arterial disease  diabetic foot ulcer      examine  angiogenic  tissue reparative property     PDACs  survival  tube formation  human umbilical vein endothelial cell HUVECs    conditioned medium  noncontact coculture angiogenic      chick chorioallantoic membrane assay Hindlimb ischemia HLI  induce  mouse  rat  femoral artery transection  blood flow  blood vessel density  monitor  vivo  laser Doppler  angiography   ischemic   limb Tissue damage  regeneration  HLI  examine  histologic section  quadriceps muscle stain  hematoxylin  eosin  newly synthesize blood vessel    indoxyl-tetrazolium staining  alkaline phosphatase  PDACs enhance  survival  serum-starved HUVECs  stimulate HUVEC tube formation    chick chorioallantoic membrane assay PDACs stimulate blood vessel formation  HLI intramuscular administration  PDACs   improved blood flow  vascular density   quadriceps muscle tissue regeneration   number  blood vessel    PDACs  various activity   angiogenesis  tissue repair   continued    cell therapy  treatment  vascular disease-related indication
26070481	 new cell line  human malignant peritoneal mesothelioma MPM TU-MM-1  establish    cell  polygonal morphology grow  monolayers without contact inhibition   arrange like  jigsaw puzzle  chromosome number range  <NUMBER>  <NUMBER>   rate  proliferation     doubling time  <NUMBER>  Genomic DNA sequence   TU-MM-1 cell harbor missense mutation  APC LATS2 BRCA1/2  TP53  mutation   splice donor site  BAP1  loss  CDKN2A gene    absence  BAP1  p16 INK4a proteins underexpression  LATS2 protein  overexpression  p53 protein  TU-MM-1 cell  western blot  heterotransplantation  nude mouse produce tumor    characteristic   original tumor  cell line   useful   biological property  contribute  novel treatment strategy
26084440	 association  Alzheimer  disease  uric acid level  gain great interest  recent year    still lack  definite evidence  systematic review  meta-analysis       comprehensively estimate  association   publish  October <NUMBER> <NUMBER>  search  PubMed Embase  China Biology Medicine CBM databases study-specific data  combined  random-effects  fixed-effects model  meta-analysis accord  between-study heterogeneity twenty-four  <NUMBER> case-control  <NUMBER> cohort       meta-analysis  <NUMBER> case-control    total  <NUMBER> case  Alzheimer  disease  <NUMBER>  without Alzheimer  disease  <NUMBER> cohort    total  <NUMBER> participant meta-analysis   patient  Alzheimer  disease   level  uric acid  healthy  weighted mean difference WMD <NUMBER> mg/dl <NUMBER>  CI <NUMBER>  <NUMBER>  <NUMBER>  serum uric acid level     decreased risk  Alzheimer  disease risk ratio RR <NUMBER> <NUMBER>  CI <NUMBER>  <NUMBER>    risk  publication bias   meta-analysis    inverse association  serum uric acid level  Alzheimer  disease  serum uric acid level   protective factor  Alzheimer  disease
26096349	          contribution  complex task  virtual reality simulator VRS  novice surgeon  laparoscopy learning    Fifty-five medical student  prospectively randomize     basic skill  <NUMBER>   basic  complex skill  <NUMBER>   train   session  VRS evaluation take place     training  evaluation    achievement   intracorporeal suture record  video   left    right hand  independent expert   gesture blindly    progression  term  time  technical score           last evaluation   <NUMBER>  <NUMBER> student     slow  long       leave  right hand  confuse   highlight  difference       third session   hand  train   faster         <NUMBER>       late  minimal   complex skill  reduce  execution time  intracorporeal suture     slow  long overall progression        subject  basic skill 
26110545	fluctuation  pupil size     reflect variation  process demand  lexical  syntactic processing  language comprehension  issue    receive attention   pupil size  vary   pragmatic manipulation   pupillometry experiment    pupil diameter  sensitive   processing demand     comprehend  indirect request   direct statement adult participant  present  <NUMBER> picture-sentence combination    interpret    indirect request  picture   window   sentence    hot      statement  picture   window   sentence    nice   base   hypothesis   indirect utterance require additional inference   make   part   listener  predict   pupil diameter  indirect request  statement     experiment     expectation       pupil size reflect additional processing demand   comprehension  indirect request    statement  research   usefulness  pupillometry   tool  experimental research  pragmatic
26122349	 commentary discuss    social medium  psychiatric graduate medical education GME base   systematic search   literature  author conclude  research  social medium   psychiatric GME    infancy    part   article    publish   topic caution     social medium  psychiatric training  report   specialty   social medium   medical education    extensively        benefit  incorporate social medium  medical education  additional challenge  exist  implement  tool  psychiatric education  author      emerge field  scholarship  merit  
26136114	  develop  BPA Exposure Assessment Module BEAM     observational      ability   BEAM  estimate bisphenol  BPA exposure level design  BEAM  design  modify  FFQ  question target known source  BPA exposure frequency  intake   dietary source  BPA     BEAM   <NUMBER>  food record   reference diet measurement tool urinary BPA ubpa level  measure   criterion tool   pooled urine sample  spot sample per participant Spearman correlation linear regression  weight kappa       ability   BEAM  food record  estimate BPA exposure level setting minneapolis/saint Paul MN USA SUBJECTS Sixty-eight healthy adult <NUMBER> year volunteer  Dietary BPA intake    BEAM     ubpa level   unable  predict participant rank  ubpa level BEAM model    priori predictor explain <NUMBER>    variability  ubpa level  food intake   food record    ubpa level   unable  rank participant  ubpa level multivariable-adjusted food record model   priori predictor explain <NUMBER>    variability  ubpa level  Known dietary source  BPA exposure explain   half  variability  ubpa level regardless  diet assessment      questionnaire    insufficient  rank BPA exposure level  additional important source  BPA exposure  exist
